article_id,title,url,content_hash,published_date,source,category,english_title,english_summary,ai_processed_at,include_on_site
868eebcf5df5c5c8,https://www.financialpost.co.kr/news/articleView.html?idxno=261669,"[신성장 엔진 장착] KGC, 非홍삼 건기식·화장품 영역 확대…중동·동남...",녹용 브랜드 '천녹'이 그 선두주자로 자리매김하는 모습이다. 지난 2014년 출시 이후 꾸준히 시장을 확장해온 천녹은 지난해 7월 브랜드 리뉴얼을 거쳐 최근 누적 매출 7000억원을 돌파했다. 침향 전문 브랜드 '기다림...,2026-06-06,financialpost.co.kr,업계소식,KGC Expands Deer Velvet and Non-Ginseng Health Products,"KGC's deer velvet brand 'Cheonrok' has surpassed 700 billion won in cumulative sales since its 2014 launch, with a brand renewal in July last year. The company is expanding its non-ginseng health food and cosmetics portfolio into Middle Eastern and Southeast Asian markets.",2026-07-01T08:54:31Z,TRUE
560ee77b080b7eb3,https://ent.sbs.co.kr/news/article.do?article_id=E10010317539&plink=ORI&cooper=NAVER,"'식포일러' 김도윤, ""어릴 때 보양식 다양하게 먹어···먹고 싶다면 다...","녹용도 먹고 소간도 먹고""라며 기가 약해졌을 때 어떤 음식을 먹었는지 언급했다. 이를 들은 데프콘은 ""형은 축복받은 집안에서 태어나서 어릴 때부터 보양에 특화되어 있었구나""라며 ""어릴 때 먹고 싶다고 하면 뭐든지 다...",2026-06-06,ent.sbs.co.kr,건강제품,Celebrity Discusses Childhood Tonic Foods Including Deer Velvet,A television personality recalls consuming various traditional tonic foods including deer velvet during childhood as health supplements. The discussion highlights the cultural practice of consuming premium health foods for wellness purposes.,2026-07-01T08:54:31Z,TRUE
dd26f386cbaad806,https://www.agrinet.co.kr/news/articleView.html?idxno=404781,[현장 특집] 41년 열정으로 일군 약용작물···체험·치유 6차산업화로...,"파우치의 경우 특허 받은 '별의별 간', 도라지돌배즙, 녹용쌍화차, 홍화씨진액 등이 있다. 스틱인 '생기가득'도 특허를 받았다. 환 제품은 '백세팔팔 적하수오', '강황황칠환' 등이다. 올해는 혈당강하 기능 특허 제품...",2026-06-05,agrinet.co.kr,건강제품,41-Year Medicinal Crop Business Expands Into Experience-Based Wellness Tourism,"A Korean medicinal crop producer showcases their diversified product line including patented pouches, sticks, and pills featuring ingredients like deer velvet, barley, and turmeric. The company is expanding into experiential and healing-focused sixth-industry agriculture combining farming with wellness tourism.",2026-07-01T08:54:31Z,TRUE
ce23574fbc72ea18,https://www.chosun.com/national/welfare-medical/2026/06/05/YVVWV4EYZFHOPGOBJEJBMNFBL4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,‘아이 기침 줄었다’더니 알고보니 불법 광고,"한 녹용 산삼 배양근은 일반 식품인데 ‘감기 예방’이라는 문구를 홍보에 사용하고 있었다. 또 다른 식품은 ‘두드러기, 건선, 아토피 등을 관리하기 위한 종합적인 접근법의 일부가 될 수 있다’고 했다....",2026-06-05,chosun.com,규제정책,Illegal Health Claims Found in Deer Velvet Product Advertising,"A deer velvet and ginseng cultivation product illegally advertised cold prevention benefits despite being classified as general food. Multiple products made unauthorized health claims about managing conditions like hives, psoriasis, and atopic dermatitis.",2026-07-01T08:54:31Z,TRUE
6d0e2dc7cafdea3d,http://www.bokuennews.com/news/article.html?no=279217,"소올한의원, 치매·파킨슨병·뇌졸중에 '소올하버드 3·3·3 통합치료' 적...","소올탕은 녹용과 당귀, 산수유, 숙지황, 백출, 감초 등으로 구성한다. 처방의 목표는 신장과 심장의 기능을 보강하고 뇌 활동을 돕는 데 있다. 약재별 역할도 분명하다. 녹용은 신장의 기능을 보강해 뇌 활성에...",2026-06-05,bokuennews.com,건강제품,Herbal Clinic Treats Dementia Parkinson's With Integrated Therapy,A Korean herbal clinic treats neurological diseases including dementia and Parkinson's using a traditional formula containing deer velvet and other medicinal herbs. The treatment aims to strengthen kidney and heart function while supporting brain activity.,2026-07-01T08:54:31Z,TRUE
b97854013ee02c4f,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4074515,"[한방칼럼] 안동 한의약 학술축제, 시민 건강·삶 보듬다","초음파, 레이저, 엑스레이를 비롯한 최신 한방 의료기기부터 녹용, 인삼, 당귀 등 우수한 한약재의 전시 홍보, 난치병 치료에 응용되는 첨단 약침 관련 부스까지 한의학의 현재와 미래를 한눈에 볼 수 있다. 나아가 의료인을...",2026-06-03,kyongbuk.co.kr,업계소식,Andong Korean Medicine Academic Festival Promotes Public Health,"An Andong Korean medicine academic festival showcases modern medical devices, herbal materials including deer velvet and ginseng, and advanced acupuncture therapies. The event displays the current state and future of Korean medicine to the public.",2026-07-01T08:54:31Z,TRUE
397ddcc2d4068002,https://www.yna.co.kr/view/AKR20260529151700518?input=1195m,[팩트체크] 곤약젤리·고농도 액상담배…해외여행 후 반입 제한 품목은,"이밖에 우유·치즈·버터 등 유가공품, 녹용·뼈·깃털 등 동물의 생산품, 달걀과 같은 알 및 알 가공품, 반려동물의 사료나 간식류, 영양제 등도 모두 반입 불가 품목이다. 생과일 등 생과채류는 물론 감자·고구마...",2026-06-03,yna.co.kr,수입유통,Restricted Items for Travelers Returning to Korea,"This fact-check article outlines prohibited items that cannot be brought into Korea after overseas travel, including dairy products, animal products like deer velvet, eggs, pet food, and fresh produce.",2026-07-01T08:54:31Z,TRUE
4cdedd161fb8e81e,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8575495&ref=A,‘밤비’ 같던 꽃사슴…“이젠 유해동물”,"과거 녹용을 위해 들여왔던 외래 꽃사슴이 야생화돼, 생태계는 물론 시민 안전까지 위협하고 있습니다.... 1950년대 녹용 때문에 들여왔다 야생에 퍼진 외래종으로, 지난해 말 '유해야생동물'로 지정됐습니다. [김의경...",2026-06-01,news.kbs.co.kr,업계소식,Imported Sika Deer Now Classified as Harmful Wildlife,"Sika deer, originally introduced to Korea in the 1950s for velvet antler production, have become invasive in the wild and were designated as harmful wildlife last year due to threats to ecosystems and public safety.",2026-07-01T08:54:31Z,TRUE
ff997ad2dc1cbb5c,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0700&key=20260602.22013000341,[강병령의 한방 이야기] 지친 몸에 다시 힘을 채우는 이름,공진단의 대표 약재는 녹용 당귀 산수유 사향이다. 그중에서도 가장 주목받는 재료는 단연 사향이다. 사향은... 전문가들은 공진단을 선택할 때 사향과 녹용 등 주요 약재의 품질과 원산지를 꼼꼼히 확인할 필요가 있다고...,2026-06-01,kookje.co.kr,건강제품,Gonggjin-dan: Restoring Vitality With Premium Herbal Ingredients,"Article discusses Gonggjin-dan, a traditional Korean herbal medicine whose key ingredients include deer antler, angelica, cornus fruit, and musk. Experts recommend carefully verifying the quality and origin of primary ingredients like musk and deer antler when selecting the product.",2026-07-01T08:54:31Z,TRUE
052de1b2fd1dcc49,https://www.stardailynews.co.kr/news/articleView.html?idxno=537926,"구전녹용, 6월 한 달간 할인·증정 행사 진행","건강식품 브랜드 구전녹용이 6월 1일부터 30일까지 일부 제품을 대상으로 할인 및 증정 행사를 진행한다고 밝혔다. 행사 대상 제품은 여성용 제품인 '구전녹용 정경부인', 어린이용 제품 '구전녹용 금지옥엽', 휴대용 제품...",2026-06-01,stardailynews.co.kr,업계소식,Gujon Deer Velvet Launches June Discount and Gift Promotion,"Gujon Deer Velvet, a health food brand, is running a discount and gift promotion throughout June for select products including women's and children's formulations.",2026-07-01T08:54:31Z,TRUE
87e3b2045098fd47,https://www.etnews.com/20260601000073,"[IT's 헬스]초고령사회 늘어나는 시니어 대학생, 자아실현도 좋지만 건...","황제의 보약이라고도 불리는 공진단은 사향과 녹용, 당귀 등 한약재를 환 형태로 빚은 약으로 허약 체질을 보강하고 기혈 흐름을 원활하게 한다. 뇌세포를 재생시켜 정신적인 피로 회복과 집중력 향상에 도움이 된다....",2026-06-01,etnews.com,건강제품,Senior University Students' Health Benefits Of Traditional Korean Medicine,"Article discusses Gongjin-dan, a traditional Korean herbal medicine containing deer antler and other ingredients, which is believed to strengthen weak constitutions and improve mental focus and fatigue recovery.",2026-07-01T08:54:31Z,TRUE
3a4c4e59260a015b,https://health.chosun.com/site/data/html_dir/2026/05/31/2026053101942.html,"""숨참·기침 증상 유발하는 '섬유화증'… 폐·심장 함께 치료해야""","폐 기능 저하가 심장 부담으로 이어지는 것을 고려한 치료법으로, 길경·반하·오미자 기반의 김씨녹용영동탕과 우황청심원에 사향·침향·녹용 등을 더한 '김씨공심단'을 병용하는 방식이다. 김 원장은 ""실제...",2026-06-01,health.chosun.com,건강제품,Herbal Treatment Combining Deer Velvet for Pulmonary Fibrosis,A Korean herbal medicine approach using deer velvet-based formulations to treat pulmonary fibrosis by addressing both lung and heart function. The treatment combines traditional herbs with deer velvet and other premium ingredients.,2026-07-01T08:54:31Z,TRUE
d663e092005a7135,https://www.agrinet.co.kr/news/articleView.html?idxno=404578,중장년 남성 건강관리도 맞춤형으로···정관장 'RXGIN' 라인업 확대,여기에 녹용과 구기자·사사자·복분자·토사자·오미자 등을 섞은 식물혼합 농축액을 배합해 남성 맞춤형 복합 설계를 완성했다. 제품 패키지도 딥그린 컬러를 적용함으로써 프리미엄 이미지를 강화하고 전면에...,2026-05-29,agrinet.co.kr,건강제품,Amorepacific Expands Male Wellness Product Line With Deer Velvet,KGC Cheong Kwan Jang launches expanded RXGIN product line targeting middle-aged male health with deer velvet combined with traditional herbs. The new formulation features plant-based concentrate blends designed specifically for men's wellness.,2026-07-01T08:54:31Z,TRUE
a1c30c6d7a9520b0,https://biz.heraldcorp.com/article/10759627?ref=naver,"[신제품·신기술]조아제약, 7가지 복합성분 공진단 ‘몽진환 마인’",녹용·참당귀·산수유·천마 등 7가지 성분을 균형 있게 배합해 만들어졌다고 한다. 조아제약은 “신경전달물질인 ‘가바(GABA)’ 생성에 중점을 뒀다. 가바는 과도한 흥분을 진정시키고 심리적 안정에 관여하는 물질”...,2026-05-29,biz.heraldcorp.com,건강제품,Choa Pharma Launches New Deer Velvet Complex Supplement,"Choa Pharmaceutical has introduced a new health product combining seven ingredients including deer velvet, angelica, and cornus fruit formulated to enhance GABA neurotransmitter production for stress relief and psychological stability.",2026-07-01T08:54:31Z,TRUE
798968dd2f426a8e,https://biz.chosun.com/industry/business_info/2026/05/29/IPMQVONKN5EYDAMQK6KOCA573I/?utm_source=naver&utm_medium=original&utm_campaign=biz,"정관장, ‘RXGIN 홍천웅·홍삼오일’로 남성 건강 라인업 강화",여기에는 녹용과 함께 구기자·사상자·복분자·토사자·오미자 등을 담은 식물혼합농축액을 배합했다. 정관장은 남성 활력 관리뿐 아니라 전립선 건강 분야에서도 관련 제품을 운영하고 있다. 대표 제품인 ‘RXGIN...,2026-05-29,biz.chosun.com,건강제품,Amorepacific Strengthens Male Health Lineup With New Products,Amorepacific launches new male health products containing deer antler velvet combined with various herbal extracts including goji berry and schisandra. The company expands its portfolio to address male vitality and prostate health.,2026-07-01T08:54:31Z,TRUE
334992e2a371304e,https://www.getnews.co.kr/news/articleView.html?idxno=871164,"[제약소식]휴온스글로벌, 자회사 합병 찬반 묻는 임시주총 개최 결정 外...","◆조아제약, 전통 공진단 처방 현대화한 '몽진환 마인' 출시…헴프씨드·녹용 등 7가지 성분 배합 조아제약이... 하며, 녹용·참당귀·산수유·천마 등 엄선된 7가지 자연 성분을 균형 있게 배합한 것이 특징이다. 몽진환...",2026-05-29,getnews.co.kr,건강제품,Choa Pharmaceuticals Launches Mongjinhwan Formulation with Deer Velvet,"Choa Pharmaceuticals has launched 'Mongjinhwan Mine,' a modernized version of the traditional Gongjindan prescription featuring seven natural ingredients including deer velvet, angelica, and cornus fruit.",2026-07-01T08:54:31Z,TRUE
727152daee11658a,https://www.munhwa.com/article/11592025?ref=naver,<전문가 칼럼>체력도 경쟁력…’레디코어’ 트렌드 속 한방 건강관리.....,"녹용, 사향, 산수유 등의 약재를 조합한 공진단은 ‘타고난 원기를 든든히 하고, 오장의 조화 및 병이 생기지 않게 하는 약’이라고 동의보감에 기록되어 있을 정도다. 공진단에 육미지황탕 처방을 가미한 육공단도...",2026-05-29,munhwa.com,건강제품,Traditional Korean Medicine Health Management In Readycore Trend,"The article discusses traditional Korean medicine formulations like Gongjin-dan that combine deer velvet, musk, and other herbal ingredients for health management and physical fitness. It highlights how these remedies are documented in classical texts for enhancing vitality and maintaining organ harmony.",2026-07-01T08:54:31Z,TRUE
e90635237911c1df,https://daily.hankooki.com/news/articleView.html?idxno=1371579,"조아제약, 일곱 가지 자연 성분 배합한 '몽진환 마인' 선봬",이번에 선보인 몽진환 마인은 햄프씨드를 핵심 원료로 하며 녹용·참당귀·산수유·천마 등 일곱 가지 자연 성분을 배합한 것이 특징이다. 과도한 흥분을 진정시키고 심리적 안정에 관여하는 물질로 알려진 신경전달물질...,2026-05-28,daily.hankooki.com,건강제품,Joa Pharma Launches Mongzinhwan Mine With Seven Natural Ingredients,"Joa Pharma has introduced Mongzinhwan Mine, a health product featuring hempseed as the core ingredient combined with seven natural components including deer velvet, Chinese angelica, cornus fruit, and gastrodia elata. The product is designed to calm excessive excitement and promote psychological stability through neurotransmitter regulation.",2026-07-01T08:54:31Z,TRUE
cc33fccba37a15bc,http://www.metroseoul.co.kr/article/20260528500323,"조아제약, '몽진환 마인' 출시...""기력 회복 신제품""","몽진환 마인은 대마종자로 알려진 필수 아미노산과 불포화지방산(오메가-3, 6, 9)이 풍부한 헴프씨드를 핵심 원료로 하며, 녹용·참당귀·산수유·천마 등 엄선된 일곱 가지 자연 성분을 균형 있게 배합한 제품이다. 특히...",2026-05-28,metroseoul.co.kr,건강제품,Joah Pharmaceutical Launches New Energy Recovery Product,"Joah Pharmaceutical has released 'Mongjin-hwan Mine', a health product featuring hemp seed combined with seven natural ingredients including deer antler, angelica, and gastrodia for vitality recovery.",2026-07-01T08:54:31Z,TRUE
c8e48df621631b92,https://www.yna.co.kr/view/AKR20260528086500017?input=1195m,"[바이오스냅] 보령, 고혈압·이상지질혈증 복합제 출시","녹용, 참당귀, 산수유, 천마 등 다양한 자연 성분을 배합해 제조했다고 회사가 전했다. ▲ 인공지능(AI) 신약개발 기업 갤럭스는 항체약물접합체(ADC) 전문 신약개발 기업 에임드바이오와 투자·연구 관련 협약을...",2026-05-28,yna.co.kr,건강제품,Boryung Launches Combination Treatment For Hypertension And Dyslipidemia,"Boryung has introduced a new health product combining natural ingredients including deer velvet, Chinese angelica, cornus, and gastrodia to address hypertension and abnormal lipid levels.",2026-07-01T08:54:31Z,TRUE
65a3c41386e1a678,https://www.sedaily.com/article/20049129?ref=naver,"조아제약, 헴프씨드 담은 복합 환 ‘몽진환 마인’ 출시","제품에는 헴프씨드를 비롯해 녹용, 참당귀, 산수유, 천마 등 총 일곱 가지 자연 성분이 배합됐다. 조아제약은 특히 신경전달물질인 가바(GABA) 생성에 중점을 둔 영양 설계를 적용했다고 설명했다. 가바는 과도한 흥분을...",2026-05-28,sedaily.com,건강제품,Joa Pharma Launches Hemp Seed Complex Supplement Mongjin-hwan,"Joa Pharmaceutical has released a new herbal supplement containing hemp seed, deer velvet, and six other natural ingredients, with a formulation designed to support GABA neurotransmitter production for stress relief and sleep improvement.",2026-07-01T08:54:31Z,TRUE
a97ee9e3b98fb765,http://www.press9.kr/news/articleView.html?idxno=77126,"조아제약, 공진단 처방 현대화한 '몽진환 마인' 출시","여기에 녹용과 참당귀, 산수유, 천마 등 7가지 자연 유래 성분을 조합해 균형 있는 배합을 구현했다고 회사 측은 설명했다. 조아제약은 특히 신경전달물질인 가바(GABA) 생성에 초점을 맞췄다고 밝혔다. 가바는 긴장 완화와...",2026-05-28,press9.kr,건강제품,Joa Pharmaceutical Launches Modern Gongjin-Dan Formula Product,"Joa Pharmaceutical has launched 'Mongjin-hwan Mine,' a modernized version of traditional Gongjin-dan formula containing deer velvet and six other natural ingredients. The product focuses on GABA neurotransmitter production for stress relief and relaxation.",2026-07-01T08:54:31Z,TRUE
